date,site,who,plot,transect,segment,round,vial_number,specimen_number,gross_ID,plant,notes,insect_order,insect_family,insect_subfamily,insect_genus,insect_species,fine_ID,pollen,pinned by,pinned date,pinned notes
7/17/19,Rustlers Gulch,CS,Manipulated,M3,3,1,CS12,50446,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,CS,Control,C3,3,2,CS13,50447,Other fly,Potentilla gracilis,No pollen - dropped on table,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,CS,Control,C3,3,2,CS14,50448,Syrphidae,Pseudocymopterus montanus,Called OF in field,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,Y,,,
7/17/19,Rustlers Gulch,CS,Manipulated,M2,2,2,CS15,50449,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,CS,Manipulated,M1,2,2,CS16,50450,Bombyliidae,Linum lewisii,,Diptera,Bombyliidae,Bombyliinae,Systoechus,,Systoechus,,David & Eden,10/24/19,
7/17/19,Rustlers Gulch,CS,Manipulated,M3,1,2,CS17,50451,Small black solitary bee,Potentilla gracilis,,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,ES1,50452,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,N,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,ES2,50453,Other fly,Potentilla pulcherrima,,Diptera,,,,,,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Control,C2,2,1,ES3,50454,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Control,C2,2,1,ES4,50455,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Control,C2,2,1,ES5,50456,Other fly,Potentilla pulcherrima,"3 flies, not sure which was caught",Diptera,,,,,,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M1,4,1,ES6,50457,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M1,4,1,ES7,50458,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M1,3,1,ES8,50459,Syrphidae,Potentilla pulcherrima,,Diptera,Syrphidae,Syrphinae,Sphaerophoria,,Sphaerophoria,Y,,,
7/17/19,Rustlers Gulch,ES,Control,C2,2,2,ES9,50460,Small black solitary bee,Pseudocymopterus montanus,No pollen - in vial with another insect,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Control,C2,2,2,ES10,50461,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Control,C2,2,2,ES11,50462,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Control,C2,4,2,ES12,50463,Small black solitary bee,Pseudocymopterus montanus,Two vials labeled ES12,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Control,C2,4,2,ES12,50464,Other fly,Pseudocymopterus montanus,Two vials labeled ES12,Diptera,,,,,,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M2,1,2,ES13,50465,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M3,3,2,ES14,50466,Small black solitary bee,Potentilla pulcherrima,No pollen - dropped on table,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M3,3,2,ES15,50467,Hemipteran,Taraxacum officinale,,Hemiptera,,,,,,,Lindsey,10/18/19,
7/17/19,Rustlers Gulch,ES,Manipulated,M3,3,2,ES16,50468,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Andreninae,Andrena,,Andrena,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Control,C3,3,1,KA1,50469,Other fly,Pseudocymopterus montanus,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,N,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C3,3,1,KA2,50470,Other fly,Pseudocymopterus montanus,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C2,1,1,KA3,50471,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C2,1,1,KA4,50472,Hemipteran,Potentilla pulcherrima,,Hemiptera,,,,,,,Lindsey,10/18/19,
7/17/19,Rustlers Gulch,KA,Control,C2,1,1,KA5,50473,Other fly,Potentilla pulcherrima,2 flies in vial,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C2,1,1,KA6,50474,Other fly,Potentilla pulcherrima,,Diptera,,,,,,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C1,2,1,KA7,50475,Other fly,Potentilla pulcherrima,2 flies in vial,Diptera,Muscidae,,,,Drymeia,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C1,2,1,KA8,50476,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Control,C2,4,1,KA9,50477,Bombyliidae,Taraxacum officinale,,Diptera,Bombyliidae,Bombyliinae,Systoechus,,Systoechus,,David & Eden,10/24/19,
7/17/19,Rustlers Gulch,KA,Control,C2,4,1,KA10,50478,Other fly,Pseudocymopterus montanus,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,Y,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,2,1,KA11,50479,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C2,2,1,KA12,50480,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,2,1,KA13,50481,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,4,1,KA14,50482,Other fly,Valeriana edulis,,Diptera,,,,,,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,4,1,KA15,50483,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M1,5,1,KA16,50484,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M1,5,1,KA17,50485,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Halictidae,Halictinae,Halictus,,Halictus rubicundus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M3,5,1,KA18,50486,Bombyliidae,Linum lewisii,,Diptera,Bombyliidae,Bombyliinae,Systoechus,,Systoechus,,David & Eden,10/24/19,
7/17/19,Rustlers Gulch,KA,Control,C3,4,2,KA19,50487,Wasps,Valeriana edulis,,Hymenoptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Control,C1,2,2,KA20,50488,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C1,2,2,KA21,50489,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Control,C1,3,2,KA22,50490,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C1,3,2,KA23,50491,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,N,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C1,3,2,KA24,50492,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Control,C2,1,2,KA25,50493,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Control,C1,1,2,KA26,50494,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,3,2,KA27,50495,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Andreninae,Andrena,,Andrena,N,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M3,5,2,KA28,50496,Syrphidae,Potentilla pulcherrima,,Diptera,Syrphidae,Syrphinae,Sphaerophoria,,Sphaerophoria,Y,,,
7/17/19,Rustlers Gulch,KA,Manipulated,M1,5,2,KA29,50497,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,ineptus,Panurginus ineptus,Y,Albert,9/25/19,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,1,1,,,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,2,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,2,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Manipulated,M2,2,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Control,C2,1,1,,,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Control,C1,2,1,,,Hemipteran,Pseudocymopterus montanus,,Hemiptera,,,,,,,,,
7/17/19,Rustlers Gulch,KA,Control,C2,4,1,,,Other fly,Fragaria virginiana,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Manipulated,M2,5,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Control,C2,5,1,,,Other fly,Pseudocymopterus montanus,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Control,C3,5,1,,,Other fly,Pseudocymopterus montanus,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Manipulated,M3,3,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Manipulated,M3,3,1,,,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Manipulated,M3,3,1,,,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,,,,,,,,,
7/17/19,Rustlers Gulch,CS,Manipulated,M3,3,1,,,White butterfly,Linum lewisii,,Lepidoptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Manipulated,M3,1,1,,,Hemipteran,Potentilla pulcherrima,,Hemiptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Manipulated,M3,2,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,ES,Control,C3,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,BD,Control,C2,3,1,,,Other fly,Pseudocymopterus montanus,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,BD,Control,C2,3,1,,,Other fly,Pseudocymopterus montanus,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,BD,Control,C1,5,1,,,Bombus unknown,Delphinium nuttallianum,,Hymenoptera,Apidae,Apinae,Bombus,,Bombus,,,,
7/17/19,Rustlers Gulch,BD,Manipulated,M1,2,1,,,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,,,,,,,,,
7/17/19,Rustlers Gulch,BD,Manipulated,M1,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,BD,Manipulated,M2,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/17/19,Rustlers Gulch,BD,Manipulated,M2,1,1,,,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,,,
7/18/19,Wash 3C,MC,Control,C3,2,1,MC1,50498,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,MC,Control,C1,3,1,MC2,50499,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,David & Eden,10/3/19,
7/18/19,Wash 3C,MC,Control,C3,2,1,MC3,50500,Syrphidae,Linum lewisii,,Diptera,Syrphidae,Syrphinae,Chrysotoxum,,Chrysotoxum,Y,,,
7/18/19,Wash 3C,MC,Manipulated,M3,5,1,MC4,50501,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Wash 3C,MC,Manipulated,M3,5,1,MC5,50502,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,MC,Kaysee,K1,5,1,MC6,50503,Beetles,Potentilla pulcherrima,,Coleoptera,Chrysomelidae,Galerucinae,Phyllotreta,,Phyllotreta,,N/A,N/A,
7/18/19,Wash 3C,ES,Control,C2,3,1,ES1,50504,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,ES,Control,C2,2,1,ES2,50505,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,ES,Kaysee,K1,1,1,ES3,50506,Beetles,Lathyrus leucanthus,,Coleoptera,Meloidae,Meloinae,Epicauta,,Epicauta,,N/A,N/A,
7/18/19,Wash 3C,AF,Manipulated,M3,4,1,AF1,50507,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,AF,Manipulated,M3,3,1,AF2,50508,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,AF,Manipulated,M3,1,1,AF3,50509,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,MC,Kaysee,K3,4,2,MC7,50510,Beetles,Lathyrus leucanthus,,Coleoptera,Meloidae,Meloinae,Epicauta,,Epicauta,,N/A,N/A,
7/18/19,Wash 3C,MC,Control,C2,3,2,MC8,50511,Small megachile,Potentilla pulcherrima,Size not specified,Hymenoptera,Megachilidae,Megachilinae,Hoplitis,robusta,Hoplitis robusta,Y,,,
7/18/19,Wash 3C,MC,Control,C2,3,2,MC9,50512,Small black solitary bee,Linum lewisii,,Hymenoptera,Halictidae,Halictinae,Lasioglossum,,Lasioglossum,Y,Albert,9/25/19,
7/18/19,Wash 3C,MC,Control,C2,3,2,MC10,50513,Beetles,Ligusticum porteri,,Coleoptera,,,,,,,N/A,N/A,
7/18/19,Wash 3C,MC,Control,C2,3,2,MC11,50514,Small metallic solitary bee,Vicia americana,,Hymenoptera,Megachilidae,,Osmia,,Osmia,,David & Eden,10/24/19,
7/18/19,Wash 3C,MC,Control,C1,3,2,MC12,50515,Other fly,Potentilla gracilis,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Wash 3C,MC,Manipulated,M2,3,2,MC13,50516,Hemipteran,Potentilla gracilis,,Hemiptera,,,,,,,Lindsey,10/18/19,
7/18/19,Wash 3C,AF,Control,C3,5,2,AF4,50517,Syrphidae,Potentilla pulcherrima,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,,David & Eden,10/3/19,
7/18/19,Wash 3C,AF,Manipulated,M1,3,2,AF5,50518,Syrphidae,Linum lewisii,,Diptera,Syrphidae,Syrphinae,Sphaerophoria,,Sphaerophoria,Y,,,
7/18/19,Wash 3C,ES,Kaysee,K3,3,2,ES4,50519,Small metallic solitary bee,Lathyrus leucanthus,,Hymenoptera,Megachilidae,,Osmia,,Osmia,Y,,,
7/18/19,Meridian,SP,Control,C3,5,1,SP1,50520,Small black solitary bee,Linum lewisii,,Hymenoptera,Andrenidae,Panurginae,Pseudopanurgus,bakeri,Pseudopanurgus bakeri,Y,Albert,9/25/19,
7/18/19,Wash 3C,ES,Control,C2,5,2,,50520,Bombus flavifrons,Delphinium nuttallianum,,Hymenoptera,Apidae,Apinae,Bombus,flavifrons,Bombus flavifrons,,David & Eden,10/24/19,
7/18/19,Meridian,SP,Control,C3,5,1,SP2,50521,Small black solitary bee,Linum lewisii,,Hymenoptera,Andrenidae,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,Y,Albert,9/25/19,
7/18/19,Meridian,SP,Control,C3,5,1,SP3,50522,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,Y,Albert,9/25/19,
7/18/19,Meridian,SP,Manipulated,M2,4,1,SP4,50523,Other fly,Potentilla pulcherrima,,Diptera,,,,,Tiny 5,,David & Eden,10/3/19,
7/18/19,Meridian,SP,Manipulated,M1,1,1,SP5,50524,Syrphidae,Arenaria congesta,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,Y,,,
7/18/19,Meridian,SP,Manipulated,M1,1,1,SP6,50525,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Control,C2,4,1,CM1,50526,Small black solitary bee,Pseudocymopterus montanus,,Hymenoptera,Andrenidae,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,Y,Albert,9/25/19,
7/18/19,Meridian,CM,Control,C1,2,1,CM2,50527,Other fly,Pseudocymopterus montanus,,Diptera,Muscidae,Phaoniinae,Phaonia,,Phaonia,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Control,C3,4,1,CM3,50528,Beetles,Heuchera parvifolia,,Coleoptera,,,,,,,N/A,N/A,
7/18/19,Meridian,CM,Control,C2,5,1,CM4,50529,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,Y,Albert,9/25/19,
7/18/19,Meridian,MC,Manipulated,M2,3,1,CM5,50530,Syrphidae,Potentilla pulcherrima,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,,,,
7/18/19,Meridian,CM,Manipulated,M2,3,1,CM6,50531,Beetles,Potentilla pulcherrima,,Coleoptera,Chrysomelidae,Galerucinae,Phyllotreta,,Phyllotreta,,N/A,N/A,
7/18/19,Meridian,CM,Manipulated,M3,3,1,CM7,50532,Syrphidae,Arenaria congesta,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,,,,
7/18/19,Meridian,CM,Manipulated,M1,4,1,CM8,50533,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,Y,Albert,9/25/19,
7/18/19,Meridian,CM,Manipulated,M1,5,1,CM9,50534,Other fly,Linum lewisii,,Diptera,Empididae,,,,Empididae,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M3,1,2,CM18,50535,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M2,1,1,CM11,50536,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M2,1,1,CM12,50537,Other fly,Linum lewisii,,Diptera,Empididae,,,,Empididae,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M2,1,1,CM13,50538,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M2,3,2,CM14,50539,Bombyliidae,Eriogonum umbellatum var. aureum,var. not specified,Diptera,Bombyliidae,Ecliminae,Lepidophora,,Lepidophora,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M2,3,2,CM15,50540,Other fly,Eriogonum umbellatum var. aureum,"var. not specified; Specimen lost during processing, pollen collected",Diptera,,,,,,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M3,1,2,CM16,50541,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M3,1,2,CM17,50542,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CM,Manipulated,M1,5,1,CM10,50543,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Control,C3,2,1,CS1,50544,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Control,C3,2,1,CS2,50545,Other fly,Linum lewisii,,Diptera,Empididae,,,,Empididae,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M1,3,1,CS3,50546,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Drymeia/Hydrotaea,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,1,1,CS4,50547,Other fly,Linum lewisii,2 flies in vial. Both count.,Diptera,,,,,,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,1,1,CS5,50548,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,5,1,CS6,50549,Other fly,Potentilla pulcherrima,Tiny fly - specimen fell apart during pollen processing and no longer exists,Diptera,Syrphidae,Syrphinae,Sphaerophoria,,Sphaerophoria,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,5,1,CS7,50550,Other fly,Potentilla pulcherrima,2 flies in vial. Both count.,Diptera,,,,,,N,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M2,5,2,CS8,50551,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Musc. morpho 1,N,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M2,5,2,CS9,50552,Other fly,Potentilla pulcherrima,,Diptera,,,,,,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M2,5,2,CS10,50553,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,2,2,CS11,50554,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,2,2,CS12,50555,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M2,1,2,CS13,50556,Hemipteran,Linum lewisii,,Hemiptera,,,,,,,Lindsey,10/18/19,
7/18/19,Meridian,CS,Manipulated,M3,4,2,CS14,50557,Other fly,Potentilla pulcherrima,,Diptera,Tephritidae,,,,Tephritidae,,David & Eden,10/3/19,
7/18/19,Meridian,CS,Manipulated,M3,4,2,CS15,50558,Syrphidae,Arenaria congesta,,Diptera,Syrphidae,Syrphinae,Parasyrphus,,Parasyrphus,Y,,,
7/18/19,Meridian,CS,Control,C1,4,2,CS17,50559,Bombyliidae,Potentilla pulcherrima,,Diptera,Bombyliidae,Bombyliinae,Systoechus,,Systoechus,,David & Eden,10/24/19,
7/18/19,Meridian,CS,Control,C1,5,2,CS18,50560,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,SP,Manipulated,M1,2,2,SP7,50563,Beetles,Potentilla pulcherrima,vials 50561 and 50562 do not exist don't go looking for them,Coleoptera,Mordellidae,Mordellinae,Mordella,,Mordella,,Lindsey,10/18/19,
7/18/19,Meridian,SP,Manipulated,M1,2,2,SP8,50564,Other fly,Linum lewisii,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,SP,Manipulated,M1,2,2,SP9,50565,Other fly,Potentilla pulcherrima,,Diptera,Muscidae,,,,Musc. morpho 1,,David & Eden,10/3/19,
7/18/19,Meridian,SP,Manipulated,M2,2,2,SP10,50566,Syrphidae,Arenaria congesta,,Diptera,Syrphidae,Eristalinae,Eristalis,,Eristalis,Y,,,
7/18/19,Meridian,SP,Manipulated,M2,2,2,SP11,50567,Other fly,Arenaria congesta,,Diptera,,,,,,,David & Eden,10/3/19,
7/18/19,Meridian,SP,Manipulated,M1,3,2,SP12,50568,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Andrenidae,Panurginae,Panurginus,cressoniellus,Panurginus cressoniellus,Y,Albert,9/25/19,
7/18/19,Meridian,SP,Manipulated,M1,3,2,SP13,50569,Bombyliidae,Arenaria congesta,,Diptera,Bombyliidae,Bombyliinae,Systoechus,,Systoechus,Y,,,
7/18/19,Meridian,SP,Manipulated,M2,4,2,SP14,50570,Small black solitary bee,Potentilla pulcherrima,,Hymenoptera,Halictidae,Halictinae,Halictus,,Halictus rubicundus,Y,Albert,9/25/19,
